condition,seed,view,feature_name,feature_index,mean_abs_shap,normalized_importance,rank,source_npz,aggregation_method,status,notes
Gear_20_0,63,channel,ch8,5,0.00296974021164,0.183902848696,2,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,63,frequency,cA5,0,0.00135409278817,0.109087775546,5,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,63,frequency,cD5,1,0.00220304862453,0.177480949585,4,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,63,frequency,cD4,2,0.00282621920738,0.227684520021,2,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,63,frequency,cD3,3,0.00259275614593,0.208876380529,3,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,63,frequency,cD2,4,0.00343675700825,0.276870374319,1,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,63,channel,ch2,0,0.00254662975521,0.165040046214,3,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,63,channel,ch3,1,0.00281424262833,0.18238329796,1,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,63,channel,ch4,2,0.00244935419846,0.158735885844,5,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,63,channel,ch6,3,0.00238026997188,0.154258727779,6,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,63,channel,ch7,4,0.00252502960021,0.163640199781,4,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,63,channel,ch8,5,0.0027148485557,0.175941842422,2,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,63,frequency,cA5,0,0.00126157492849,0.108656214649,5,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,63,frequency,cD5,1,0.00173623871075,0.149537789455,4,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,63,frequency,cD4,2,0.00250807412331,0.216013995003,3,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,63,frequency,cD3,3,0.00272578613252,0.234764972269,2,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,63,frequency,cD2,4,0.00337902810264,0.291027028625,1,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,70,channel,ch2,0,0.00256395190047,0.171753919208,3,CalculateShapValues/NoAttention/Seed_70/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,70,channel,ch3,1,0.00216318013437,0.144907034318,6,CalculateShapValues/NoAttention/Seed_70/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,70,channel,ch4,2,0.00256395537449,0.171754151926,2,CalculateShapValues/NoAttention/Seed_70/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,70,channel,ch6,3,0.00273564044118,0.183254985099,1,CalculateShapValues/NoAttention/Seed_70/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,70,channel,ch7,4,0.00236762371529,0.158602293684,5,CalculateShapValues/NoAttention/Seed_70/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,70,channel,ch8,5,0.00253370313184,0.169727615765,4,CalculateShapValues/NoAttention/Seed_70/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,70,frequency,cA5,0,0.00118870133587,0.114455777643,5,CalculateShapValues/NoAttention/Seed_70/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,70,frequency,cD5,1,0.00147317814716,0.141847026962,4,CalculateShapValues/NoAttention/Seed_70/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,70,frequency,cD4,2,0.00195147075768,0.187900102723,3,CalculateShapValues/NoAttention/Seed_70/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,70,frequency,cD3,3,0.00242156970552,0.233164240164,2,CalculateShapValues/NoAttention/Seed_70/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_20_0,70,frequency,cD2,4,0.0033507622828,0.322632852509,1,CalculateShapValues/NoAttention/Seed_70/Bearing_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,70,channel,ch2,0,0.00237227917239,0.167567343392,4,CalculateShapValues/NoAttention/Seed_70/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,70,channel,ch3,1,0.00208111863523,0.147001046524,6,CalculateShapValues/NoAttention/Seed_70/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,70,channel,ch4,2,0.00242514593604,0.171301618532,3,CalculateShapValues/NoAttention/Seed_70/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,70,channel,ch6,3,0.00261293497469,0.184566208421,1,CalculateShapValues/NoAttention/Seed_70/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,70,channel,ch7,4,0.00221988747793,0.156803065859,5,CalculateShapValues/NoAttention/Seed_70/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,70,channel,ch8,5,0.00244580264324,0.172760717271,2,CalculateShapValues/NoAttention/Seed_70/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,70,frequency,cA5,0,0.00122639169099,0.122265437376,5,CalculateShapValues/NoAttention/Seed_70/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,70,frequency,cD5,1,0.00150237151467,0.1497793174,4,CalculateShapValues/NoAttention/Seed_70/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,70,frequency,cD4,2,0.00188828233039,0.188252796158,3,CalculateShapValues/NoAttention/Seed_70/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,70,frequency,cD3,3,0.00231953434017,0.231246577005,2,CalculateShapValues/NoAttention/Seed_70/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Bearing_30_2,70,frequency,cD2,4,0.00309398736595,0.308455872061,1,CalculateShapValues/NoAttention/Seed_70/Bearing_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,70,channel,ch2,0,0.00243786252035,0.150844698641,6,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,70,channel,ch3,1,0.00255901072151,0.15834084075,5,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,70,channel,ch4,2,0.00271409588239,0.16793685946,3,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,70,channel,ch6,3,0.00287533513691,0.177913667649,2,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,70,channel,ch7,4,0.00265951889127,0.164559864363,4,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,70,channel,ch8,5,0.00291558352815,0.180404069137,1,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,70,frequency,cA5,0,0.00129923784816,0.107297095771,5,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,70,frequency,cD5,1,0.00190325907832,0.157179974315,4,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,70,frequency,cD4,2,0.00307274121583,0.253761240854,2,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,70,frequency,cD3,3,0.00238143500461,0.196669963181,3,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_20_0,70,frequency,cD2,4,0.00345211543519,0.28509172588,1,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,70,channel,ch2,0,0.00244202224236,0.160515619794,5,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,70,channel,ch3,1,0.00231377282115,0.152085706677,6,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,70,channel,ch4,2,0.00259797450344,0.170766457568,3,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,70,channel,ch6,3,0.00264409022907,0.173797672498,2,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,70,channel,ch7,4,0.00253912704199,0.166898377833,4,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,70,channel,ch8,5,0.00267662443229,0.175936165631,1,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,70,frequency,cA5,0,0.00133609804043,0.118384814695,5,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,70,frequency,cD5,1,0.00182098441258,0.161348116473,4,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,70,frequency,cD4,2,0.00240480247148,0.213077249086,3,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,70,frequency,cD3,3,0.0024302498331,0.215332009665,2,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
Gear_30_2,70,frequency,cD2,4,0.00329392455559,0.291857810081,1,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,"mean_abs_over_samples_channels_or_freq_time_class; freq_uses_shap_values[:,:,0:-1,:,:]",ok,"keys=['shap_dim_meaning', 'shap_values']; shape=(500, 6, 6, 512, 5); dtype=float64"
